FileName,Grain #,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
f30e7127-367b-4432-bbcb-8761b935c6ce.csv,1,6605.75,91.70988018002367,83.75722810957987,99.26716091705386,86.09004099752728,344.98380207782344,0.0,100.14222457707301,252.0
f30e7127-367b-4432-bbcb-8761b935c6ce.csv,2,3289.25,64.7147832610149,88.11418079571449,153.4718912479092,63.342993098736535,475.32947314527274,105.0,246.8958729193585,255.0
f30e7127-367b-4432-bbcb-8761b935c6ce.csv,3,2319.25,54.34115212366247,86.54536363561041,149.95780271592523,43.675390765071555,370.4533188057741,214.0,254.47677050770724,255.0
